,year,overall,rural,urban,geo,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,unmember,world_bank_region,income_groups
2493,2009,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2494,2010,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2495,2011,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2496,2012,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2497,2013,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2498,2014,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2499,2015,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2500,2016,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2501,2017,1,,,qat,Qatar,asia,asia_west,middle_east_north_africa,g77,25.27932,51.52245,21/09/1971,Middle East & North Africa,High income
2574,2000,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2575,2001,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2576,2002,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2577,2003,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2578,2004,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2579,2005,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2580,2006,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2581,2007,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2582,2008,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2583,2009,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2584,2010,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2585,2011,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2586,2012,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2587,2013,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2588,2014,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2589,2015,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2590,2016,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2591,2017,1,,,smr,San Marino,europe,europe_west,europe_central_asia,others,43.93667,12.44639,02/03/1992,Europe & Central Asia,High income
2627,2017,1,,,sau,Saudi Arabia,asia,asia_west,middle_east_north_africa,g77,25,45,24/10/1945,Middle East & North Africa,High income
2678,2014,1,,,syc,Seychelles,africa,africa_sub_saharan,sub_saharan_africa,g77,-4.58333,55.66667,21/09/1976,Sub-Saharan Africa,High income
2679,2015,1,,,syc,Seychelles,africa,africa_sub_saharan,sub_saharan_africa,g77,-4.58333,55.66667,21/09/1976,Sub-Saharan Africa,High income
2680,2016,1,,,syc,Seychelles,africa,africa_sub_saharan,sub_saharan_africa,g77,-4.58333,55.66667,21/09/1976,Sub-Saharan Africa,High income
2681,2017,1,,,syc,Seychelles,africa,africa_sub_saharan,sub_saharan_africa,g77,-4.58333,55.66667,21/09/1976,Sub-Saharan Africa,High income
2700,2000,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2701,2001,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2702,2002,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2703,2003,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2704,2004,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2705,2005,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2706,2006,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2707,2007,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2708,2008,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2709,2009,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2710,2010,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2711,2011,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2712,2012,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2713,2013,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2714,2014,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2715,2015,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2716,2016,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2717,2017,1,,1,sgp,Singapore,asia,east_asia_pacific,east_asia_pacific,g77,1.28967,103.85007,21/09/1965,East Asia & Pacific,High income
2808,2000,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2809,2001,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2810,2002,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2811,2003,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2812,2004,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2813,2005,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2814,2006,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2815,2007,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2816,2008,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2817,2009,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2818,2010,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2819,2011,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2820,2012,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2821,2013,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2822,2014,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2823,2015,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2824,2016,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
2825,2017,1,,,kor,South Korea,asia,east_asia_pacific,east_asia_pacific,oecd,36.5,127.75,17/09/1991,East Asia & Pacific,High income
3294,2000,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3295,2001,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3296,2002,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3297,2003,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3298,2004,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3299,2005,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3300,2006,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3301,2007,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3302,2008,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3303,2009,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3304,2010,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3305,2011,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3306,2012,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3307,2013,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3308,2014,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3309,2015,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3310,2016,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3311,2017,1,0.999,1,usa,United States,americas,america_north,america,oecd,39.76,-98.5,24/10/1945,North America,High income
3343,2013,1,1,1,uzb,Uzbekistan,asia,asia_west,europe_central_asia,others,41.66667,63.83333,02/03/1992,Europe & Central Asia,Lower middle income
3344,2014,1,1,1,uzb,Uzbekistan,asia,asia_west,europe_central_asia,others,41.66667,63.83333,02/03/1992,Europe & Central Asia,Lower middle income
3345,2015,1,1,1,uzb,Uzbekistan,asia,asia_west,europe_central_asia,others,41.66667,63.83333,02/03/1992,Europe & Central Asia,Lower middle income
3346,2016,1,1,1,uzb,Uzbekistan,asia,asia_west,europe_central_asia,others,41.66667,63.83333,02/03/1992,Europe & Central Asia,Lower middle income
3347,2017,1,1,1,uzb,Uzbekistan,asia,asia_west,europe_central_asia,others,41.66667,63.83333,02/03/1992,Europe & Central Asia,Lower middle income
216,2000,0.999,,,bhr,Bahrain,asia,asia_west,middle_east_north_africa,g77,26.03333,50.55,21/09/1971,Middle East & North Africa,High income
217,2001,0.999,,,bhr,Bahrain,asia,asia_west,middle_east_north_africa,g77,26.03333,50.55,21/09/1971,Middle East & North Africa,High income
218,2002,0.999,,,bhr,Bahrain,asia,asia_west,middle_east_north_africa,g77,26.03333,50.55,21/09/1971,Middle East & North Africa,High income
219,2003,0.999,,,bhr,Bahrain,asia,asia_west,middle_east_north_africa,g77,26.03333,50.55,21/09/1971,Middle East & North Africa,High income
220,2004,0.999,,,bhr,Bahrain,asia,asia_west,middle_east_north_africa,g77,26.03333,50.55,21/09/1971,Middle East & North Africa,High income
221,2005,0.999,,,bhr,Bahrain,asia,asia_west,middle_east_north_africa,g77,26.03333,50.55,21/09/1971,Middle East & North Africa,High income
222,2006,0.999,,,bhr,Bahrain,asia,asia_west,middle_east_north_africa,g77,26.03333,50.55,21/09/1971,Middle East & North Africa,High income
223,2007,0.999,,,bhr,Bahrain,asia,asia_west,middle_east_north_africa,g77,26.03333,50.55,21/09/1971,Middle East & North Africa,High income
792,2000,0.999,1,0.998,cyp,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/09/1960,Europe & Central Asia,High income
793,2001,0.999,1,0.998,cyp,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/09/1960,Europe & Central Asia,High income
794,2002,0.999,1,0.998,cyp,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/09/1960,Europe & Central Asia,High income
1504,2010,0.999,,,jpn,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
1505,2011,0.999,,,jpn,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
1506,2012,0.999,,,jpn,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
1507,2013,0.999,,,jpn,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
1508,2014,0.999,,,jpn,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
1509,2015,0.999,,,jpn,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
1510,2016,0.999,,,jpn,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
1511,2017,0.999,,,jpn,Japan,asia,east_asia_pacific,east_asia_pacific,oecd,35.68536,139.75309,18/12/1956,East Asia & Pacific,High income
1725,2015,0.999,,,lby,Libya,africa,africa_north,middle_east_north_africa,g77,28,17,14/12/1955,Middle East & North Africa,Upper middle income
2334,2012,0.999,0.998,0.999,plw,Palau,asia,east_asia_pacific,east_asia_pacific,others,7.503,134.621,15/12/1994,East Asia & Pacific,High income
2335,2013,0.999,0.999,1,plw,Palau,asia,east_asia_pacific,east_asia_pacific,others,7.503,134.621,15/12/1994,East Asia & Pacific,High income
2626,2016,0.999,,,sau,Saudi Arabia,asia,asia_west,middle_east_north_africa,g77,25,45,24/10/1945,Middle East & North Africa,High income
2844,2000,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2845,2001,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2846,2002,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2847,2003,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2848,2004,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2849,2005,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2850,2006,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2851,2007,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2852,2008,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2853,2009,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2854,2010,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2855,2011,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2856,2012,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2857,2013,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2858,2014,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2859,2015,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2860,2016,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
2861,2017,0.999,1,0.999,esp,Spain,europe,europe_west,europe_central_asia,oecd,40,-4,14/12/1955,Europe & Central Asia,High income
